purchase_ym,order_volume,total_gmv,mean_seller_handling_days,mean_carrier_transit_days,mean_total_delivery_days,late_delivery_rate,mean_review_score,low_review_rate
2017-08,4165,638757.52,2.6950636254501803,8.066446578631453,11.14703481392557,3.3133253301320527,4.312845138055222,9.387755102040817
2017-09,4118,696627.35,2.7388316735487006,8.615895069225164,11.817977173385138,5.123846527440505,4.267848470131131,10.271976687712483
2017-10,4446,743984.8,3.0364439946018895,8.377690058479532,11.806925326135852,5.150697255960414,4.204903283850652,11.06612685560054
2017-11,7237,1142861.64,3.607182534199254,11.06796600801437,15.127387038828243,14.121873704573717,3.9888075169269035,16.56763852425038
2017-12,5461,831530.05,3.2672843801501554,11.625678447170849,15.34233839956052,8.258560703167918,4.088445339681377,14.429591649880974
2018-01,7013,1067202.33,3.1607329245686584,10.440442036218453,14.034872379865963,6.487950948238986,4.108512762013404,13.703122771994867
2018-02,6507,958657.62,3.1586952512678654,13.35041340095282,16.912042415859844,15.87521131089596,3.880590133702167,19.37913016751191
2018-03,6948,1109280.24,2.9728324697754753,12.891856649395509,16.221332757628094,21.05641911341393,3.812607944732297,21.171560161197466
