dominant_payment_type,order_count,total_payment_value,mean_order_value,median_order_value,mean_installments,mean_review_score,low_review_rate,multi_payment_share,share_of_orders_pct,share_of_value_pct,low_review_rate_pct,multi_payment_share_pct
boleto,19784,2869361.27,145.03443540234534,93.89,1.0,4.086626604196374,0.1431459765467044,0.0,19.89541432019308,17.923569183960726,14.314597654670441,0.0
credit_card,74935,12535370.24,167.28324868219124,109.55,3.5378611015549697,4.0881091041142685,0.14589977980916793,0.012851137652632282,75.35699919549477,78.30264459630152,14.589977980916794,1.2851137652632283
debit_card,1527,217939.79,142.72415848068107,89.3,1.0,4.168967784352399,0.12966601178781925,0.0006548788474132286,1.5355993563958166,1.3613687982910818,12.966601178781925,0.06548788474132286
not_defined,3,0.0,0.0,0.0,1.0,1.6666666666666667,0.6666666666666666,0.0,0.0030168946098149637,0.0,66.66666666666666,0.0
voucher,3191,386200.82,121.0281479160138,83.03,1.0697957549258081,4.007908889591901,0.1654653713569414,0.6258226261360075,3.208970233306516,2.412417421446677,16.546537135694138,62.58226261360075
