Segment_Category,Segment_Name,Order_Count,Order_Exposure_Pct,Total_GMV_BRL,Revenue_Exposure_Pct,Low_Reviews_Count,Dissatisfaction_Exposure_Pct,Severe_Delays_Count,Delay_Exposure_Pct,Low_Review_Rate_Pct
Delay Severity,Severe Late (>3.5 Days Past SLA),4961,5.177199866421773,885437.4299999999,5.790967384347594,3608,29.40026075619296,4961,100.0,72.72727272727273
Feedback Timing,Strict Calendar Pre-Delivery Surveys,4976,5.192853564868926,884816.4500000001,5.7869060302592175,3613,29.441003911342893,4671,94.1544043539609,72.60852090032154
Geographic Corridor,São Paulo to Rio de Janeiro (SP -> RJ),8065,8.41647186508599,1237250.34,8.091905901485294,1625,13.241525423728815,968,19.51219512195122,20.148791072535648
Geographic Corridor,São Paulo to Bahia (SP -> BA),2292,2.3918851227249958,373746.79,2.4443912099973106,417,3.397979139504563,235,4.73694819592824,18.19371727748691
Seller Operations,Slow Merchant Dispatch (Handling > 5d),13808,14.40975121055268,2617338.26,17.118002903339065,2911,23.720664928292045,1626,32.77565007055029,21.081981460023176
Compound Risk,Severe Delay + Pre-Delivery Survey,4671,4.87456169644348,840022.77,5.493944911702367,3525,28.72392438070404,4671,94.1544043539609,75.46563904945408
Merchandise Exposure,Top Category: Bed Bath & Table,9112,9.509100016697278,1220785.76,7.98422370673441,1443,11.758474576271187,521,10.501914936504738,15.836259877085162
