dominant_seller,order_count,total_gmv,seller_state,mean_freight,mean_review,low_review_rate,eligible_deliveries,late_delivery_rate,mean_delay_days,late_rate_pct,low_review_rate_pct,statistically_reliable
42b729f859728f5079499127a9c2ef37,103,5435.929999999999,SP,12.692912621359222,4.5,0.05825242718446602,102,0.07843137254901966,-7.208627450980392,7.843137254901967,5.825242718446602,True
42bde9fef835393bb8a8849cb6b7f245,35,8487.84,DF,22.424,4.257142857142857,0.08571428571428572,34,0.02941176470588236,-13.836764705882352,2.941176470588236,8.571428571428571,True
42d4b7e70819438f5ada61c965e92d7e,1,100.78,GO,51.18,1.0,1.0,1,0.0,-1.47,0.0,100.0,False
42ef3192a9ff87a22d1867b74b3ee205,23,1655.97,SP,13.125217391304348,4.6521739130434785,0.043478260869565216,23,0.0,-10.246086956521738,0.0,4.3478260869565215,False
42fa4ee7240e9b8eb4576358ec142ba7,22,4478.08,RS,24.65818181818182,4.809523809523809,0.0,22,0.0,-14.944545454545453,0.0,0.0,False
42fb44130ac3134cde8e35cf8ec7df25,3,99.14,SP,12.146666666666667,3.6666666666666665,0.3333333333333333,2,0.0,-13.51,0.0,33.33333333333333,False
430315b7bb4b6e4b3c978f9dfa9b0558,20,3704.63,SP,29.311500000000002,3.9473684210526314,0.2,19,0.052631578947368474,-13.640526315789474,5.263157894736848,20.0,False
4305fe92735c8a43d154ff6dd2b8d927,19,3314.25,MG,22.544736842105266,3.9473684210526314,0.15789473684210525,17,0.0,-9.766470588235293,0.0,15.789473684210526,False
431050a06a317f2b38168dec3dcd2b46,12,1720.95,SP,19.429166666666667,4.25,0.08333333333333333,10,0.0,-13.318999999999999,0.0,8.333333333333332,False
431af27f296bc6519d890aa5a05fdb11,117,15452.310000000001,SP,18.541196581196584,3.7758620689655173,0.23931623931623933,116,0.15517241379310343,-6.532068965517242,15.517241379310342,23.931623931623932,True
4324dd16853115efb0fd9d0d131ba6f4,11,1265.37,SP,26.542727272727276,4.090909090909091,0.18181818181818182,11,0.09090909090909094,-12.09818181818182,9.090909090909093,18.181818181818183,False
432c37c9dfba871172ec162e20118b8c,46,3938.54,DF,21.079782608695652,4.108695652173913,0.15217391304347827,44,0.09090909090909094,-10.931363636363637,9.090909090909093,15.217391304347828,True
432c67955c0acd1fd6b0b5d678766a71,3,1288.4099999999999,SP,45.803333333333335,2.3333333333333335,0.6666666666666666,1,0.0,-47.54,0.0,66.66666666666666,False
43402bdf22aa2310e8f99e2f94f78628,4,837.1,SP,46.7875,2.5,0.5,4,0.0,-34.0225,0.0,50.0,False
4342d4b2ba6b161468c63a7e7cfce593,20,3163.31,RJ,14.8105,1.263157894736842,0.9,2,0.5,-5.595000000000001,50.0,90.0,False
436bf27f2f18474fc6047702e9f8a866,1,44.42,SP,14.52,5.0,0.0,1,0.0,-9.29,0.0,0.0,False
4371b634e0efc0e22b09b52907d9d469,101,9666.82,SP,14.516336633663368,4.48,0.06930693069306931,100,0.07999999999999996,-9.616,7.9999999999999964,6.9306930693069315,True
